seconds,value
25,20
24,20
23,21
22,20
21,20
20,20
19,19
18,20
17,20
16,21
15,20
14,21
13,20
12,20
11,20
10,19
9,20
8,20
7,21
6,20
5,21
4,20
3,21
2,20
1,19
0,20
