seconds,value
32,17
31,16
30,16
29,17
28,16
27,17
26,16
25,17
24,17
23,17
22,17
21,17
20,17
19,16
18,17
17,17
16,16
15,16
14,17
13,17
12,17
11,17
10,17
9,16
8,17
7,17
6,16
5,17
4,17
3,16
2,17
1,17
0,16
